date,Energy Type,Energy Generated (GWh)
10/10/2024 0:00,Hydro,28.25
10/10/2024 0:00,Wind,2350.5
10/10/2024 0:00,Solar (Utility),0
10/10/2024 0:00,Solar (Rooftop),0
10/10/2024 0:00,Battery (Charging),0
10/10/2024 0:00,Exports,-850.1
10/10/2024 0:00,Imports,28.45
10/10/2024 0:00,Coal (Brown),2856.33
10/10/2024 0:00,Gas (Steam),0
10/10/2024 0:00,Gas (OCGT),0
10/10/2024 0:00,Battery (Discharging),0
10/10/2024 0:00,Hydro,0.94
10/10/2024 0:00,Wind,2640.17
10/10/2024 0:00,Solar (Utility),0
10/10/2024 0:00,Solar (Rooftop),0
10/10/2024 0:00,Battery (Charging),0
10/10/2024 0:00,Exports,-820.27
10/10/2024 0:00,Imports,0
10/10/2024 0:00,Coal (Brown),2752.67
10/10/2024 0:00,Gas (Steam),0
10/10/2024 0:00,Gas (OCGT),0
10/10/2024 0:00,Battery (Discharging),0
10/10/2024 0:00,Hydro,0.95
10/10/2024 0:00,Wind,2800.67
10/10/2024 0:00,Solar (Utility),0
10/10/2024 0:00,Solar (Rooftop),0
10/10/2024 0:00,Battery (Charging),0
10/10/2024 0:00,Exports,-935.8
10/10/2024 0:00,Imports,0
10/10/2024 0:00,Coal (Brown),2641.5
10/10/2024 0:00,Gas (Steam),0
10/10/2024 0:00,Gas (OCGT),0
10/10/2024 0:00,Battery (Discharging),0
10/10/2024 0:00,Hydro,0.94
10/10/2024 0:00,Wind,2919.67
10/10/2024 0:00,Solar (Utility),0
10/10/2024 0:00,Solar (Rooftop),0
10/10/2024 0:00,Battery (Charging),0
10/10/2024 0:00,Exports,-1035.5
10/10/2024 0:00,Imports,0
10/10/2024 0:00,Coal (Brown),2605.5
10/10/2024 0:00,Gas (Steam),0
10/10/2024 0:00,Gas (OCGT),0
10/10/2024 0:00,Battery (Discharging),0
10/10/2024 0:00,Hydro,0.95
10/10/2024 0:00,Wind,3015
10/10/2024 0:00,Solar (Utility),0
10/10/2024 0:00,Solar (Rooftop),0
10/10/2024 0:00,Battery (Charging),0
10/10/2024 0:00,Exports,-1080.5
10/10/2024 0:00,Imports,0
10/10/2024 0:00,Coal (Brown),2603
10/10/2024 0:00,Gas (Steam),0
10/10/2024 0:00,Gas (OCGT),0
10/10/2024 0:00,Battery (Discharging),0
10/10/2024 0:00,Hydro,0.94
10/10/2024 0:00,Wind,2911
10/10/2024 0:00,Solar (Utility),0
10/10/2024 0:00,Solar (Rooftop),0
10/10/2024 0:00,Battery (Charging),0
10/10/2024 0:00,Exports,-1096.85
10/10/2024 0:00,Imports,0
10/10/2024 0:00,Coal (Brown),2621.67
10/10/2024 0:00,Gas (Steam),0
10/10/2024 0:00,Gas (OCGT),0
10/10/2024 0:00,Battery (Discharging),0
10/10/2024 0:00,Hydro,0.92
10/10/2024 0:00,Wind,2919.83
10/10/2024 0:00,Solar (Utility),0
10/10/2024 0:00,Solar (Rooftop),0
10/10/2024 0:00,Battery (Charging),0
10/10/2024 0:00,Exports,-1032.25
10/10/2024 0:00,Imports,0
10/10/2024 0:00,Coal (Brown),2495.83
10/10/2024 0:00,Gas (Steam),0
10/10/2024 0:00,Gas (OCGT),0
10/10/2024 0:00,Battery (Discharging),0
10/10/2024 0:00,Hydro,0.94
10/10/2024 0:00,Wind,2826.5
10/10/2024 0:00,Solar (Utility),0
10/10/2024 0:00,Solar (Rooftop),0
10/10/2024 0:00,Battery (Charging),0
10/10/2024 0:00,Exports,-1016.07
10/10/2024 0:00,Imports,0.24
10/10/2024 0:00,Coal (Brown),2487.83
10/10/2024 0:00,Gas (Steam),0
10/10/2024 0:00,Gas (OCGT),0
10/10/2024 0:00,Battery (Discharging),0
10/10/2024 0:00,Hydro,0.92
10/10/2024 0:00,Wind,2818.17
10/10/2024 0:00,Solar (Utility),0
10/10/2024 0:00,Solar (Rooftop),0
10/10/2024 0:00,Battery (Charging),0
10/10/2024 0:00,Exports,-1065.73
10/10/2024 0:00,Imports,0
10/10/2024 0:00,Coal (Brown),2508
10/10/2024 0:00,Gas (Steam),0
10/10/2024 0:00,Gas (OCGT),0
10/10/2024 0:00,Battery (Discharging),0
10/10/2024 0:00,Hydro,0.94
10/10/2024 0:00,Wind,2796.5
10/10/2024 0:00,Solar (Utility),0
10/10/2024 0:00,Solar (Rooftop),0
10/10/2024 0:00,Battery (Charging),0
10/10/2024 0:00,Exports,-1024.35
10/10/2024 0:00,Imports,0.31
10/10/2024 0:00,Coal (Brown),2504.17
10/10/2024 0:00,Gas (Steam),0
10/10/2024 0:00,Gas (OCGT),0
10/10/2024 0:00,Battery (Discharging),0
10/10/2024 0:00,Hydro,0.95
10/10/2024 0:00,Wind,2813.17
10/10/2024 0:00,Solar (Utility),0
10/10/2024 0:00,Solar (Rooftop),0
10/10/2024 0:00,Battery (Charging),0
10/10/2024 0:00,Exports,-1014.9
10/10/2024 0:00,Imports,39.08
10/10/2024 0:00,Coal (Brown),2498.33
10/10/2024 0:00,Gas (Steam),0
10/10/2024 0:00,Gas (OCGT),0
10/10/2024 0:00,Battery (Discharging),0
10/10/2024 0:00,Hydro,0.92
10/10/2024 0:00,Wind,2823.17
10/10/2024 0:00,Solar (Utility),0
10/10/2024 0:00,Solar (Rooftop),0
10/10/2024 0:00,Battery (Charging),0
10/10/2024 0:00,Exports,-981.78
10/10/2024 0:00,Imports,0
10/10/2024 0:00,Coal (Brown),2538.17
10/10/2024 0:00,Gas (Steam),0
10/10/2024 0:00,Gas (OCGT),0
10/10/2024 0:00,Battery (Discharging),0
10/10/2024 0:00,Hydro,0.97
10/10/2024 0:00,Wind,2817.5
10/10/2024 0:00,Solar (Utility),0
10/10/2024 0:00,Solar (Rooftop),0
10/10/2024 0:00,Battery (Charging),0
10/10/2024 0:00,Exports,-1011.42
10/10/2024 0:00,Imports,0
10/10/2024 0:00,Coal (Brown),2686.5
10/10/2024 0:00,Gas (Steam),0
10/10/2024 0:00,Gas (OCGT),0
10/10/2024 0:00,Battery (Discharging),0
10/10/2024 0:00,Hydro,0.92
10/10/2024 0:00,Wind,2858
10/10/2024 0:00,Solar (Utility),0
10/10/2024 0:00,Solar (Rooftop),0
10/10/2024 0:00,Battery (Charging),0
10/10/2024 0:00,Exports,-806.05
10/10/2024 0:00,Imports,25.73
10/10/2024 0:00,Coal (Brown),2772.83
10/10/2024 0:00,Gas (Steam),0
10/10/2024 0:00,Gas (OCGT),0
10/10/2024 0:00,Battery (Discharging),0
10/10/2024 0:00,Hydro,47.95
10/10/2024 0:00,Wind,2775.33
10/10/2024 0:00,Solar (Utility),0.02
10/10/2024 0:00,Solar (Rooftop),0.75
10/10/2024 0:00,Battery (Charging),0
10/10/2024 0:00,Exports,-787.57
10/10/2024 0:00,Imports,233.77
10/10/2024 0:00,Coal (Brown),2944.67
10/10/2024 0:00,Gas (Steam),0
10/10/2024 0:00,Gas (OCGT),-0.04
10/10/2024 0:00,Battery (Discharging),0
10/10/2024 0:00,Hydro,123.23
10/10/2024 0:00,Wind,2628.67
10/10/2024 0:00,Solar (Utility),8.86
10/10/2024 0:00,Solar (Rooftop),16.31
10/10/2024 0:00,Battery (Charging),0
10/10/2024 0:00,Exports,-757.65
10/10/2024 0:00,Imports,282.22
10/10/2024 0:00,Coal (Brown),3166.67
10/10/2024 0:00,Gas (Steam),0
10/10/2024 0:00,Gas (OCGT),14.07
10/10/2024 0:00,Battery (Discharging),0
10/10/2024 0:00,Hydro,267.48
10/10/2024 0:00,Wind,2343.83
10/10/2024 0:00,Solar (Utility),121.24
10/10/2024 0:00,Solar (Rooftop),124.24
10/10/2024 0:00,Battery (Charging),0
10/10/2024 0:00,Exports,-882.58
10/10/2024 0:00,Imports,265.92
10/10/2024 0:00,Coal (Brown),3190.33
10/10/2024 0:00,Gas (Steam),0
10/10/2024 0:00,Gas (OCGT),41.69
10/10/2024 0:00,Battery (Discharging),0
10/10/2024 0:00,Hydro,267.62
10/10/2024 0:00,Wind,2027.83
10/10/2024 0:00,Solar (Utility),401.65
10/10/2024 0:00,Solar (Rooftop),412.3
10/10/2024 0:00,Battery (Charging),0
10/10/2024 0:00,Exports,-668.52
10/10/2024 0:00,Imports,130.72
10/10/2024 0:00,Coal (Brown),2833.67
10/10/2024 0:00,Gas (Steam),0
10/10/2024 0:00,Gas (OCGT),42.29
10/10/2024 0:00,Battery (Discharging),0
10/10/2024 0:00,Hydro,264.53
10/10/2024 0:00,Wind,1672.83
10/10/2024 0:00,Solar (Utility),701.7
10/10/2024 0:00,Solar (Rooftop),741.94
10/10/2024 0:00,Battery (Charging),0
10/10/2024 0:00,Exports,-365.12
10/10/2024 0:00,Imports,190.88
10/10/2024 0:00,Coal (Brown),2576.67
10/10/2024 0:00,Gas (Steam),0
10/10/2024 0:00,Gas (OCGT),39.98
10/10/2024 0:00,Battery (Discharging),0
10/10/2024 0:00,Hydro,233.98
10/10/2024 0:00,Wind,1274.83
10/10/2024 0:00,Solar (Utility),851.38
10/10/2024 0:00,Solar (Rooftop),1040.67
10/10/2024 0:00,Battery (Charging),0
10/10/2024 0:00,Exports,-549.65
10/10/2024 0:00,Imports,118.52
10/10/2024 0:00,Coal (Brown),2411.83
10/10/2024 0:00,Gas (Steam),0
10/10/2024 0:00,Gas (OCGT),39.2
10/10/2024 0:00,Battery (Discharging),0
10/10/2024 0:00,Hydro,201.25
10/10/2024 0:00,Wind,1170.33
10/10/2024 0:00,Solar (Utility),913.47
10/10/2024 0:00,Solar (Rooftop),1535.67
10/10/2024 0:00,Battery (Charging),0
10/10/2024 0:00,Exports,-550.65
10/10/2024 0:00,Imports,175.08
10/10/2024 0:00,Coal (Brown),2060.67
10/10/2024 0:00,Gas (Steam),0
10/10/2024 0:00,Gas (OCGT),38.71
10/10/2024 0:00,Battery (Discharging),0
10/10/2024 0:00,Hydro,4.35
10/10/2024 0:00,Wind,1135.42
10/10/2024 0:00,Solar (Utility),903.5
10/10/2024 0:00,Solar (Rooftop),2040.17
10/10/2024 0:00,Battery (Charging),0
10/10/2024 0:00,Exports,-512.75
10/10/2024 0:00,Imports,132.08
10/10/2024 0:00,Coal (Brown),2052.67
10/10/2024 0:00,Gas (Steam),0
10/10/2024 0:00,Gas (OCGT),38.37
10/10/2024 0:00,Battery (Discharging),0
10/10/2024 0:00,Hydro,102.98
10/10/2024 0:00,Wind,937.58
10/10/2024 0:00,Solar (Utility),790.83
10/10/2024 0:00,Solar (Rooftop),2427.25
10/10/2024 0:00,Battery (Charging),0
10/10/2024 0:00,Exports,-511.47
10/10/2024 0:00,Imports,180.13
10/10/2024 0:00,Coal (Brown),2051.67
10/10/2024 0:00,Gas (Steam),0
10/10/2024 0:00,Gas (OCGT),4.05
10/10/2024 0:00,Battery (Discharging),0
10/10/2024 0:00,Hydro,6.96
10/10/2024 0:00,Wind,904.48
10/10/2024 0:00,Solar (Utility),611.4
10/10/2024 0:00,Solar (Rooftop),2701
10/10/2024 0:00,Battery (Charging),0
10/10/2024 0:00,Exports,-1048.93
10/10/2024 0:00,Imports,381.85
10/10/2024 0:00,Coal (Brown),2020
10/10/2024 0:00,Gas (Steam),0
10/10/2024 0:00,Gas (OCGT),-0.12
10/10/2024 0:00,Battery (Discharging),0
10/10/2024 0:00,Hydro,0.95
10/10/2024 0:00,Wind,927.53
10/10/2024 0:00,Solar (Utility),812.53
10/10/2024 0:00,Solar (Rooftop),2906.75
10/10/2024 0:00,Battery (Charging),0
10/10/2024 0:00,Exports,-1057.95
10/10/2024 0:00,Imports,359.83
10/10/2024 0:00,Coal (Brown),2035
10/10/2024 0:00,Gas (Steam),0
10/10/2024 0:00,Gas (OCGT),0
10/10/2024 0:00,Battery (Discharging),0
10/10/2024 0:00,Hydro,0.99
10/10/2024 0:00,Wind,794.78
10/10/2024 0:00,Solar (Utility),815.95
10/10/2024 0:00,Solar (Rooftop),3015.67
10/10/2024 0:00,Battery (Charging),0
10/10/2024 0:00,Exports,-855.57
10/10/2024 0:00,Imports,304.57
10/10/2024 0:00,Coal (Brown),2018.5
10/10/2024 0:00,Gas (Steam),0
10/10/2024 0:00,Gas (OCGT),0
10/10/2024 0:00,Battery (Discharging),0
10/10/2024 0:00,Hydro,0.92
10/10/2024 0:00,Wind,795.85
10/10/2024 0:00,Solar (Utility),651.95
10/10/2024 0:00,Solar (Rooftop),3051.75
10/10/2024 0:00,Battery (Charging),0
10/10/2024 0:00,Exports,-962.92
10/10/2024 0:00,Imports,306.28
10/10/2024 0:00,Coal (Brown),1998.67
10/10/2024 0:00,Gas (Steam),0
10/10/2024 0:00,Gas (OCGT),0
10/10/2024 0:00,Battery (Discharging),0
10/10/2024 0:00,Hydro,0.95
10/10/2024 0:00,Wind,738.45
10/10/2024 0:00,Solar (Utility),695.82
10/10/2024 0:00,Solar (Rooftop),3084.25
10/10/2024 0:00,Battery (Charging),0
10/10/2024 0:00,Exports,-904.12
10/10/2024 0:00,Imports,320.55
10/10/2024 0:00,Coal (Brown),1973.17
10/10/2024 0:00,Gas (Steam),0
10/10/2024 0:00,Gas (OCGT),0
10/10/2024 0:00,Battery (Discharging),0
10/10/2024 0:00,Hydro,39.81
10/10/2024 0:00,Wind,673.18
10/10/2024 0:00,Solar (Utility),665.62
10/10/2024 0:00,Solar (Rooftop),3077.17
11/10/2024 0:00,Battery (Charging),0
11/10/2024 0:00,Exports,-1055
11/10/2024 0:00,Imports,384.88
11/10/2024 0:00,Coal (Brown),1972.83
11/10/2024 0:00,Gas (Steam),0
11/10/2024 0:00,Gas (OCGT),0
11/10/2024 0:00,Battery (Discharging),0
11/10/2024 0:00,Hydro,136.84
11/10/2024 0:00,Wind,618.28
11/10/2024 0:00,Solar (Utility),629.23
11/10/2024 0:00,Solar (Rooftop),3105.92
11/10/2024 0:00,Battery (Charging),0
11/10/2024 0:00,Exports,-1039
11/10/2024 0:00,Imports,383.25
11/10/2024 0:00,Coal (Brown),1984.17
11/10/2024 0:00,Gas (Steam),0
11/10/2024 0:00,Gas (OCGT),0
11/10/2024 0:00,Battery (Discharging),0
11/10/2024 0:00,Hydro,17.23
11/10/2024 0:00,Wind,612.92
11/10/2024 0:00,Solar (Utility),676.55
11/10/2024 0:00,Solar (Rooftop),3127.42
11/10/2024 0:00,Battery (Charging),0
11/10/2024 0:00,Exports,-867.27
11/10/2024 0:00,Imports,294.92
11/10/2024 0:00,Coal (Brown),1972.5
11/10/2024 0:00,Gas (Steam),0
11/10/2024 0:00,Gas (OCGT),0
11/10/2024 0:00,Battery (Discharging),0
11/10/2024 0:00,Hydro,64.6
11/10/2024 0:00,Wind,604.45
11/10/2024 0:00,Solar (Utility),607.45
11/10/2024 0:00,Solar (Rooftop),3042.25
11/10/2024 0:00,Battery (Charging),0
11/10/2024 0:00,Exports,-633.5
11/10/2024 0:00,Imports,269.07
11/10/2024 0:00,Coal (Brown),1982.33
11/10/2024 0:00,Gas (Steam),0
11/10/2024 0:00,Gas (OCGT),0
11/10/2024 0:00,Battery (Discharging),0
11/10/2024 0:00,Hydro,106.83
11/10/2024 0:00,Wind,477.42
11/10/2024 0:00,Solar (Utility),555.12
11/10/2024 0:00,Solar (Rooftop),2874.33
11/10/2024 0:00,Battery (Charging),0
11/10/2024 0:00,Exports,-315.13
11/10/2024 0:00,Imports,350.84
11/10/2024 0:00,Coal (Brown),1983
11/10/2024 0:00,Gas (Steam),0
11/10/2024 0:00,Gas (OCGT),0
11/10/2024 0:00,Battery (Discharging),0
11/10/2024 0:00,Hydro,140.25
11/10/2024 0:00,Wind,412.93
11/10/2024 0:00,Solar (Utility),357.9
11/10/2024 0:00,Solar (Rooftop),2638.83
11/10/2024 0:00,Battery (Charging),0
11/10/2024 0:00,Exports,-354.03
11/10/2024 0:00,Imports,395.17
11/10/2024 0:00,Coal (Brown),1975.83
11/10/2024 0:00,Gas (Steam),0
11/10/2024 0:00,Gas (OCGT),0
11/10/2024 0:00,Battery (Discharging),0
11/10/2024 0:00,Hydro,39.15
11/10/2024 0:00,Wind,568.77
11/10/2024 0:00,Solar (Utility),518.73
11/10/2024 0:00,Solar (Rooftop),2316.33
11/10/2024 0:00,Battery (Charging),0
11/10/2024 0:00,Exports,-446.05
11/10/2024 0:00,Imports,418.22
11/10/2024 0:00,Coal (Brown),2011
11/10/2024 0:00,Gas (Steam),0
11/10/2024 0:00,Gas (OCGT),0
11/10/2024 0:00,Battery (Discharging),0
11/10/2024 0:00,Hydro,17.1
11/10/2024 0:00,Wind,814.35
11/10/2024 0:00,Solar (Utility),697.9
11/10/2024 0:00,Solar (Rooftop),1933.5
11/10/2024 0:00,Battery (Charging),0
11/10/2024 0:00,Exports,-327.77
11/10/2024 0:00,Imports,473.03
11/10/2024 0:00,Coal (Brown),2152
11/10/2024 0:00,Gas (Steam),0
11/10/2024 0:00,Gas (OCGT),0
11/10/2024 0:00,Battery (Discharging),0
11/10/2024 0:00,Hydro,5.27
11/10/2024 0:00,Wind,949.3
11/10/2024 0:00,Solar (Utility),711.05
11/10/2024 0:00,Solar (Rooftop),1505.92
11/10/2024 0:00,Battery (Charging),0
11/10/2024 0:00,Exports,-128.62
11/10/2024 0:00,Imports,387.05
11/10/2024 0:00,Coal (Brown),2380.83
11/10/2024 0:00,Gas (Steam),0
11/10/2024 0:00,Gas (OCGT),0
11/10/2024 0:00,Battery (Discharging),0
11/10/2024 0:00,Hydro,51.39
11/10/2024 0:00,Wind,1074.83
11/10/2024 0:00,Solar (Utility),654.48
11/10/2024 0:00,Solar (Rooftop),1061.22
11/10/2024 0:00,Battery (Charging),0
11/10/2024 0:00,Exports,-522.67
11/10/2024 0:00,Imports,603.92
11/10/2024 0:00,Coal (Brown),3119.5
11/10/2024 0:00,Gas (Steam),0
11/10/2024 0:00,Gas (OCGT),0
11/10/2024 0:00,Battery (Discharging),0
11/10/2024 0:00,Hydro,138.52
11/10/2024 0:00,Wind,1148.67
11/10/2024 0:00,Solar (Utility),479.45
11/10/2024 0:00,Solar (Rooftop),637.31
11/10/2024 0:00,Battery (Charging),0
11/10/2024 0:00,Exports,-504.55
11/10/2024 0:00,Imports,504.43
11/10/2024 0:00,Coal (Brown),3566.67
11/10/2024 0:00,Gas (Steam),0
11/10/2024 0:00,Gas (OCGT),0
11/10/2024 0:00,Battery (Discharging),0
11/10/2024 0:00,Hydro,285.38
11/10/2024 0:00,Wind,1336.17
11/10/2024 0:00,Solar (Utility),196.05
11/10/2024 0:00,Solar (Rooftop),292.64
11/10/2024 0:00,Battery (Charging),0
11/10/2024 0:00,Exports,-248.87
11/10/2024 0:00,Imports,440.63
11/10/2024 0:00,Coal (Brown),3551
11/10/2024 0:00,Gas (Steam),0
11/10/2024 0:00,Gas (OCGT),0
11/10/2024 0:00,Battery (Discharging),0
11/10/2024 0:00,Hydro,309.83
11/10/2024 0:00,Wind,1413.5
11/10/2024 0:00,Solar (Utility),23.9
11/10/2024 0:00,Solar (Rooftop),80.87
11/10/2024 0:00,Battery (Charging),0
11/10/2024 0:00,Exports,-719.97
11/10/2024 0:00,Imports,532.1
11/10/2024 0:00,Coal (Brown),3725.67
11/10/2024 0:00,Gas (Steam),0
11/10/2024 0:00,Gas (OCGT),0
11/10/2024 0:00,Battery (Discharging),0
11/10/2024 0:00,Hydro,493.23
11/10/2024 0:00,Wind,1538.83
11/10/2024 0:00,Solar (Utility),0.03
11/10/2024 0:00,Solar (Rooftop),8.63
11/10/2024 0:00,Battery (Charging),0
11/10/2024 0:00,Exports,-1018.47
11/10/2024 0:00,Imports,507.27
11/10/2024 0:00,Coal (Brown),3729
11/10/2024 0:00,Gas (Steam),0
11/10/2024 0:00,Gas (OCGT),0
11/10/2024 0:00,Battery (Discharging),0
11/10/2024 0:00,Hydro,776.98
11/10/2024 0:00,Wind,1633.17
11/10/2024 0:00,Solar (Utility),0
11/10/2024 0:00,Solar (Rooftop),0
11/10/2024 0:00,Battery (Charging),0
11/10/2024 0:00,Exports,-1031.63
11/10/2024 0:00,Imports,509.12
11/10/2024 0:00,Coal (Brown),3647.83
11/10/2024 0:00,Gas (Steam),0
11/10/2024 0:00,Gas (OCGT),0
11/10/2024 0:00,Battery (Discharging),0
11/10/2024 0:00,Hydro,782.22
11/10/2024 0:00,Wind,1586.5
11/10/2024 0:00,Solar (Utility),0
11/10/2024 0:00,Solar (Rooftop),0
11/10/2024 0:00,Battery (Charging),0
11/10/2024 0:00,Exports,-1021.33
11/10/2024 0:00,Imports,507.17
11/10/2024 0:00,Coal (Brown),3585.83
11/10/2024 0:00,Gas (Steam),0
11/10/2024 0:00,Gas (OCGT),0
11/10/2024 0:00,Battery (Discharging),0
11/10/2024 0:00,Hydro,721.63
11/10/2024 0:00,Wind,1546.33
11/10/2024 0:00,Solar (Utility),0
11/10/2024 0:00,Solar (Rooftop),0
11/10/2024 0:00,Battery (Charging),0
11/10/2024 0:00,Exports,-929.22
11/10/2024 0:00,Imports,524.37
11/10/2024 0:00,Coal (Brown),3355
11/10/2024 0:00,Gas (Steam),0
11/10/2024 0:00,Gas (OCGT),0
11/10/2024 0:00,Battery (Discharging),0
11/10/2024 0:00,Hydro,661.42
11/10/2024 0:00,Wind,1504.33
11/10/2024 0:00,Solar (Utility),0
11/10/2024 0:00,Solar (Rooftop),0
11/10/2024 0:00,Battery (Charging),0
11/10/2024 0:00,Exports,-918
11/10/2024 0:00,Imports,506.67
11/10/2024 0:00,Coal (Brown),3227
11/10/2024 0:00,Gas (Steam),0
11/10/2024 0:00,Gas (OCGT),0
11/10/2024 0:00,Battery (Discharging),0
11/10/2024 0:00,Hydro,792.92
11/10/2024 0:00,Wind,1443.67
11/10/2024 0:00,Solar (Utility),0
11/10/2024 0:00,Solar (Rooftop),0
11/10/2024 0:00,Battery (Charging),0
11/10/2024 0:00,Exports,-820.55
11/10/2024 0:00,Imports,524.47
11/10/2024 0:00,Coal (Brown),3267
11/10/2024 0:00,Gas (Steam),0
11/10/2024 0:00,Gas (OCGT),0
11/10/2024 0:00,Battery (Discharging),0
11/10/2024 0:00,Hydro,591.7
11/10/2024 0:00,Wind,1393.17
11/10/2024 0:00,Solar (Utility),0
11/10/2024 0:00,Solar (Rooftop),0
11/10/2024 0:00,Battery (Charging),0
11/10/2024 0:00,Exports,-749.22
11/10/2024 0:00,Imports,531.68
11/10/2024 0:00,Coal (Brown),3246
11/10/2024 0:00,Gas (Steam),0
11/10/2024 0:00,Gas (OCGT),0
11/10/2024 0:00,Battery (Discharging),0
11/10/2024 0:00,Hydro,537.42
11/10/2024 0:00,Wind,1305.17
11/10/2024 0:00,Solar (Utility),0
11/10/2024 0:00,Solar (Rooftop),0
11/10/2024 0:00,Battery (Charging),0
11/10/2024 0:00,Exports,-702.78
11/10/2024 0:00,Imports,525.18
11/10/2024 0:00,Coal (Brown),3238.5
11/10/2024 0:00,Gas (Steam),0
11/10/2024 0:00,Gas (OCGT),0
11/10/2024 0:00,Battery (Discharging),0
11/10/2024 0:00,Hydro,448.93
11/10/2024 0:00,Wind,1244.83
11/10/2024 0:00,Solar (Utility),0
11/10/2024 0:00,Solar (Rooftop),0
11/10/2024 0:00,Battery (Charging),0
11/10/2024 0:00,Exports,-572.25
11/10/2024 0:00,Imports,530.58
11/10/2024 0:00,Coal (Brown),3264.83
11/10/2024 0:00,Gas (Steam),0
11/10/2024 0:00,Gas (OCGT),0
11/10/2024 0:00,Battery (Discharging),0
11/10/2024 0:00,Hydro,383.4
11/10/2024 0:00,Wind,1195.5
11/10/2024 0:00,Solar (Utility),0
11/10/2024 0:00,Solar (Rooftop),0
11/10/2024 0:00,Battery (Charging),0
11/10/2024 0:00,Exports,-639.58
11/10/2024 0:00,Imports,515.02
11/10/2024 0:00,Coal (Brown),3265.33
11/10/2024 0:00,Gas (Steam),0
11/10/2024 0:00,Gas (OCGT),0
11/10/2024 0:00,Battery (Discharging),0
11/10/2024 0:00,Hydro,313.42
11/10/2024 0:00,Wind,1205.5
11/10/2024 0:00,Solar (Utility),0
11/10/2024 0:00,Solar (Rooftop),0
11/10/2024 0:00,Battery (Charging),0
11/10/2024 0:00,Exports,-598.05
11/10/2024 0:00,Imports,534.53
11/10/2024 0:00,Coal (Brown),3253.17
11/10/2024 0:00,Gas (Steam),0
11/10/2024 0:00,Gas (OCGT),0
11/10/2024 0:00,Battery (Discharging),0
11/10/2024 0:00,Hydro,243.58
11/10/2024 0:00,Wind,1216.83
11/10/2024 0:00,Solar (Utility),0
11/10/2024 0:00,Solar (Rooftop),0
11/10/2024 0:00,Battery (Charging),0
11/10/2024 0:00,Exports,-744.77
11/10/2024 0:00,Imports,522.42
11/10/2024 0:00,Coal (Brown),3240
11/10/2024 0:00,Gas (Steam),0
11/10/2024 0:00,Gas (OCGT),0
11/10/2024 0:00,Battery (Discharging),0
11/10/2024 0:00,Hydro,257.67
11/10/2024 0:00,Wind,1134.5
11/10/2024 0:00,Solar (Utility),0
11/10/2024 0:00,Solar (Rooftop),0
11/10/2024 0:00,Battery (Charging),0
11/10/2024 0:00,Exports,-698.27
11/10/2024 0:00,Imports,493.23
11/10/2024 0:00,Coal (Brown),3246.67
11/10/2024 0:00,Gas (Steam),0
11/10/2024 0:00,Gas (OCGT),0
11/10/2024 0:00,Battery (Discharging),0
11/10/2024 0:00,Hydro,184.22
11/10/2024 0:00,Wind,1128
11/10/2024 0:00,Solar (Utility),0
11/10/2024 0:00,Solar (Rooftop),0
11/10/2024 0:00,Battery (Charging),0
11/10/2024 0:00,Exports,-735.02
11/10/2024 0:00,Imports,503
11/10/2024 0:00,Coal (Brown),3215
11/10/2024 0:00,Gas (Steam),0
11/10/2024 0:00,Gas (OCGT),0
11/10/2024 0:00,Battery (Discharging),0
11/10/2024 0:00,Hydro,108.25
11/10/2024 0:00,Wind,1163.83
11/10/2024 0:00,Solar (Utility),0
11/10/2024 0:00,Solar (Rooftop),0
11/10/2024 0:00,Battery (Charging),0
11/10/2024 0:00,Exports,-741.77
11/10/2024 0:00,Imports,516.83
11/10/2024 0:00,Coal (Brown),3247.5
11/10/2024 0:00,Gas (Steam),0
11/10/2024 0:00,Gas (OCGT),0
11/10/2024 0:00,Battery (Discharging),0
11/10/2024 0:00,Hydro,198.03
11/10/2024 0:00,Wind,1110.5
11/10/2024 0:00,Solar (Utility),0
11/10/2024 0:00,Solar (Rooftop),0
11/10/2024 0:00,Battery (Charging),0
11/10/2024 0:00,Exports,-768.03
11/10/2024 0:00,Imports,516.43
11/10/2024 0:00,Coal (Brown),3203
11/10/2024 0:00,Gas (Steam),0
11/10/2024 0:00,Gas (OCGT),0
11/10/2024 0:00,Battery (Discharging),0
11/10/2024 0:00,Hydro,108.25
11/10/2024 0:00,Wind,1153.83
11/10/2024 0:00,Solar (Utility),0
11/10/2024 0:00,Solar (Rooftop),0
11/10/2024 0:00,Battery (Charging),0
11/10/2024 0:00,Exports,-813.42
11/10/2024 0:00,Imports,514.28
11/10/2024 0:00,Coal (Brown),3267.83
11/10/2024 0:00,Gas (Steam),0
11/10/2024 0:00,Gas (OCGT),0
11/10/2024 0:00,Battery (Discharging),0
11/10/2024 0:00,Hydro,108.18
11/10/2024 0:00,Wind,1267.5
11/10/2024 0:00,Solar (Utility),0
11/10/2024 0:00,Solar (Rooftop),0
11/10/2024 0:00,Battery (Charging),0
11/10/2024 0:00,Exports,-763.08
11/10/2024 0:00,Imports,496.4
11/10/2024 0:00,Coal (Brown),3248.17
11/10/2024 0:00,Gas (Steam),0
11/10/2024 0:00,Gas (OCGT),0
11/10/2024 0:00,Battery (Discharging),0
11/10/2024 0:00,Hydro,148.57
11/10/2024 0:00,Wind,1261.67
11/10/2024 0:00,Solar (Utility),0
11/10/2024 0:00,Solar (Rooftop),0
11/10/2024 0:00,Battery (Charging),0
11/10/2024 0:00,Exports,-693.68
11/10/2024 0:00,Imports,517.57
